First,Last,Nickname,Height in cm,Weight in lbs,Reach in inches,Stance,W,L,D,Belt
Greg,Stott,Ranger,170.18,220,0.0,Southpaw,0.0,1.0,0.0,0.0
Curtis,Stout,0,185.42,185,0.0,Southpaw,11.0,12.0,1.0,0.0
Sam,Stout,Hands of Stone,175.26,155,177.8,Orthodox,20.0,12.0,1.0,0.0
Tim,Stout,0,180.34,185,0.0,0,12.0,10.0,0.0,0.0
Jesse,Strader,Sui Generis,170.18,135,177.8,Orthodox,5.0,3.0,0.0,0.0
Gennaro,Strangis,0,0.0,0,0.0,0,0.0,1.0,0.0,0.0
Dave,Strasser,0,177.8,170,0.0,Orthodox,25.0,8.0,0.0,0.0
Daniel,Straus,0,170.18,145,180.34,0,24.0,7.0,0.0,0.0
Gerald,Strebendt,The Finishing Machine,175.26,155,0.0,Orthodox,9.0,7.0,0.0,0.0
Sean,Strickland,0,185.42,185,193.04,Orthodox,27.0,5.0,0.0,0.0
Mark,Striegl,Mugen,172.72,145,177.8,Southpaw,18.0,4.0,0.0,0.0
Hans,Stringer,0,190.5,205,0.0,Orthodox,22.0,8.0,3.0,0.0
Stefan,Struve,Skyscraper,210.82,265,213.36,Orthodox,33.0,13.0,0.0,0.0
Josh,Stuart,0,175.26,160,0.0,0,1.0,4.0,0.0,0.0
Mike,Stumpf,0,177.8,170,0.0,0,11.0,4.0,0.0,0.0
Kyle,Sturgeon,0,190.5,225,0.0,Switch,0.0,1.0,0.0,0.0
Tatiana,Suarez,0,165.1,115,167.64000000000001,Southpaw,10.0,0.0,0.0,0.0
Masanori,Suda,0,175.26,183,0.0,Orthodox,22.0,11.0,3.0,0.0
Genki,Sudo,Neo-Samurai,175.26,155,0.0,Orthodox,15.0,4.0,2.0,0.0
Lucasz,Sudolski,0,193.04,205,190.5,Orthodox,8.0,1.0,0.0,0.0
Daisuke,Sugie,Amazon,167.64000000000001,160,0.0,Orthodox,10.0,8.0,1.0,0.0
Takashi,Sugiura,0,180.34,225,0.0,Southpaw,1.0,3.0,0.0,0.0
Naho,Sugiyuma,Sugi Rock,154.94,105,0.0,0,12.0,5.0,0.0,0.0
George,Sullivan,The Silencer,182.88,170,185.42000000000002,Orthodox,17.0,7.0,0.0,0.0
Amar,Suloev,0,175.26,183,0.0,Orthodox,24.0,7.0,0.0,0.0
Magomed,Sultanakhmedov,0,187.96,185,0.0,Southpaw,18.0,6.0,0.0,0.0
Justin,Sumter,0,187.96,185,203.2,Southpaw,7.0,3.0,0.0,0.0
0,Sumudaerji,The Tibetan Eagle,172.72,125,182.88,Southpaw,16.0,5.0,0.0,0.0
Rama,Supandhi,Hellboy,165.1,125,167.64000000000001,Southpaw,8.0,4.0,0.0,0.0
Aji,Susilo,0,177.8,155,0.0,0,6.0,4.0,0.0,0.0
Jason,Suttie,Nobunaga,182.88,210,0.0,Orthodox,0.0,1.0,0.0,0.0
Joel,Sutton,0,180.34,205,0.0,Orthodox,2.0,4.0,1.0,0.0
Chad,Sutton,0,185.42,185,0.0,0,2.0,2.0,0.0,0.0
Danilo,Suzart,0,182.88,260,0.0,Orthodox,9.0,2.0,0.0,0.0
Martin,Svensson,0,185.42,155,0.0,0,15.0,6.0,0.0,0.0
Daniel,Swain,0,175.26,145,177.8,Orthodox,20.0,10.0,1.0,0.0
Cub,Swanson,0,172.72,145,177.8,Orthodox,28.0,13.0,0.0,0.0
Mike,Swick,Quick,185.42,170,195.58,Orthodox,15.0,6.0,0.0,0.0
Floyd,Sword,0,182.88,185,0.0,Orthodox,12.0,3.0,0.0,0.0
Oumar,Sy,0,0.0,205,0.0,0,6.0,0.0,0.0,0.0
Bentley,Syler,Bolivia,162.56,125,0.0,Orthodox,5.0,1.0,0.0,0.0
Kevin,Syler,El Nino Bala,175.26,155,180.34,Switch,10.0,1.0,0.0,0.0
Leo,Sylvest,Lethal,180.34,205,0.0,Orthodox,10.0,16.0,0.0,0.0
Tony,Sylvester,0,185.42,225,0.0,Southpaw,11.0,3.0,0.0,0.0
Tim,Sylvia,The Maine-iac,203.2,265,203.2,Orthodox,31.0,10.0,0.0,0.0
Kevin,Szaflarski,0,0.0,260,0.0,0,10.0,1.0,0.0,0.0
Osamu,Tachihikari,0,195.57999999999998,300,0.0,Orthodox,0.0,4.0,0.0,0.0
Amber,Tackett,0,0.0,115,0.0,0,1.0,3.0,0.0,0.0
Eugenio,Tadeu,0,172.72,160,0.0,Orthodox,2.0,3.0,0.0,0.0
Justin,Tafa,Bad Man,182.88,264,187.96,Southpaw,6.0,3.0,0.0,0.0
Junior,Tafa,The Juggernaut,190.5,240,182.88,Orthodox,4.0,1.0,0.0,0.0
Khalid,Taha,The Warrior,165.1,135,175.26,Orthodox,13.0,5.0,0.0,0.0
Joe,Taimanglo,The Juggernaut,162.56,135,0.0,0,23.0,7.0,1.0,0.0
Tatsuro,Taira,0,170.18,125,177.8,Orthodox,14.0,0.0,0.0,0.0
Mairbek,Taisumov,Beckan,175.26,155,185.42000000000002,Orthodox,27.0,6.0,0.0,0.0
Nobuhiko,Takada,0,182.88,220,0.0,Southpaw,2.0,6.0,2.0,0.0
Yoshiki,Takahashi,Kazuo,180.34,199,0.0,Southpaw,30.0,27.0,3.0,0.0
Yoko,Takahashi,0,172.72,150,0.0,0,15.0,12.0,2.0,0.0
Daiju,Takase,0,182.88,170,0.0,Southpaw,12.0,15.0,2.0,0.0
Hiroyuki,Takaya,Streetfight Bancho,167.64000000000001,139,0.0,Orthodox,21.0,14.0,2.0,0.0
Yoshihiro,Takayama,0,195.57999999999998,280,0.0,Orthodox,1.0,4.0,0.0,0.0
Makoto,Takimoto,0,170.18,205,0.0,Southpaw,6.0,5.0,0.0,0.0
Oleg,Taktarov,The Russian Bear,182.88,210,0.0,Orthodox,17.0,5.0,2.0,0.0
Payton,Talbott,0,0.0,135,0.0,0,5.0,0.0,0.0,0.0
Nordine,Taleb,0,185.42,170,187.96,Orthodox,15.0,7.0,0.0,0.0
Murtaza,Talha,0,0.0,205,0.0,0,6.0,0.0,0.0,0.0
Tsuyoshi,Tamakairiki,0,182.88,220,0.0,Orthodox,0.0,3.0,0.0,0.0
Eli,Tamez,Tomahawk,170.18,135,0.0,0,10.0,0.0,0.0,0.0
Kiyoshi,Tamura,0,180.34,185,0.0,Southpaw,32.0,13.0,3.0,0.0
Akitoshi,Tamura,The Ironman,175.26,135,177.8,Orthodox,21.0,18.0,2.0,0.0
Issei,Tamura,0,165.1,135,160.02,Orthodox,10.0,8.0,0.0,0.0
Jason,Tan,0,177.8,170,0.0,Orthodox,5.0,3.0,0.0,0.0
Akihito,Tanaka,Kinniku Mantaro,0.0,0,0.0,Southpaw,2.0,2.0,0.0,0.0
Michinori,Tanaka,0,165.1,135,170.18,Orthodox,11.0,3.0,0.0,0.0
Evan,Tanner,0,182.88,185,187.96,Orthodox,32.0,8.0,0.0,0.0
Kasey,Tanner,0,0.0,135,0.0,0,6.0,0.0,0.0,0.0
Manny,Tapia,The Mangler,165.1,135,170.18,Orthodox,12.0,14.0,1.0,0.0
Gary,Tapusoa,0,170.18,185,0.0,0,8.0,3.0,0.0,0.0
Miesha,Tate,Cupcake,167.64000000000001,135,165.1,Orthodox,19.0,9.0,0.0,0.0
Deividas,Taurosevicius,0,175.26,145,172.72,Southpaw,17.0,5.0,0.0,0.0
Thiago,Tavares,0,170.18,145,177.8,Orthodox,21.0,7.0,1.0,0.0
Jeremy,Tavares,0,0.0,135,0.0,0,1.0,6.0,0.0,0.0
Brad,Tavares,0,185.42,185,187.96,Orthodox,19.0,9.0,0.0,0.0
Ramon,Taveras,The Savage,0.0,145,0.0,0,7.0,1.0,0.0,0.0
Paul,Taylor,Relentless,182.88,155,182.88,Orthodox,11.0,6.0,1.0,0.0
Jesse,Taylor,JT Money,182.88,170,185.42000000000002,Orthodox,31.0,15.0,0.0,0.0
Torrance,Taylor,0,170.18,155,0.0,0,13.0,8.0,1.0,0.0
Louis,Taylor,Handgunz,180.34,185,0.0,Orthodox,13.0,4.0,0.0,0.0
Anthony,Taylor,Pretty Boy,170.18,145,0.0,0,1.0,3.0,0.0,0.0
Danielle,Taylor,Dynamite,152.4,115,152.4,Orthodox,9.0,4.0,0.0,0.0
J.T,Taylor,The Outlaw,177.8,0,0.0,0,7.0,7.0,0.0,0.0
James,Te Huna,0,187.96,185,190.5,Orthodox,16.0,9.0,0.0,0.0
Shawn,Teed,0,195.57999999999998,265,0.0,Orthodox,5.0,2.0,0.0,0.0
Glover,Teixeira,0,187.96,205,193.04,Orthodox,33.0,9.0,0.0,0.0
John,Teixeira,Macapa,170.18,145,0.0,Orthodox,21.0,2.0,2.0,0.0
Ewerton,Teixeira,0,185.42,242,0.0,0,3.0,1.0,0.0,0.0
Tra,Telligman,Trauma,187.96,233,0.0,Orthodox,7.0,5.0,1.0,0.0
Taneisha,Tennant,Triple Threat,170.18,145,177.8,Orthodox,5.0,1.0,0.0,0.0
Herman,Terrado,0,0.0,170,0.0,0,15.0,3.0,1.0,0.0
Dave,Terrel,The Bionic,172.72,170,0.0,Southpaw,7.0,7.0,0.0,0.0
David,Terrell,The Soul Assassin,185.42,185,0.0,Southpaw,6.0,2.0,0.0,0.0
James,Terry,Intensity,177.8,170,0.0,Orthodox,19.0,9.0,0.0,0.0
Jeff,Terry,0,187.96,205,0.0,0,2.0,3.0,0.0,0.0
David,Teymur,0,175.26,155,185.42000000000002,Southpaw,8.0,2.0,0.0,0.0
Daniel,Teymur,Kid Dynamite,165.1,145,175.26,Orthodox,7.0,4.0,0.0,0.0
Motonobu,Tezuka,0,170.18,135,0.0,Southpaw,28.0,12.0,7.0,0.0
Jason,Thacker,0,177.8,185,0.0,Orthodox,0.0,1.0,0.0,0.0
Brandon,Thatch,Rukus,187.96,170,187.96,Switch,11.0,5.0,0.0,0.0
Elias,Theodorou,The Spartan,185.42,185,190.5,Orthodox,16.0,3.0,0.0,0.0
Nik,Theotikos,0,0.0,185,0.0,Orthodox,6.0,2.0,0.0,0.0
Paulo,Thiago,0,180.34,170,187.96,Orthodox,18.0,9.0,0.0,0.0
Din,Thomas,Dinyero,175.26,155,0.0,Orthodox,26.0,9.0,0.0,0.0
Ryan,Thomas,The Tank Engine,182.88,170,0.0,Orthodox,20.0,8.0,0.0,0.0
Noah,Thomas,0,175.26,135,0.0,Orthodox,14.0,7.0,0.0,0.0
Joel,Thomas,The NIce Guy,177.8,170,0.0,0,5.0,2.0,0.0,0.0
Treston,Thomison,0,172.72,145,0.0,0,10.0,6.0,0.0,0.0
Nick,Thompson,The Goat,185.42,170,187.96,Orthodox,38.0,14.0,1.0,0.0
James,Thompson,The Colossus,195.57999999999998,265,0.0,Orthodox,20.0,16.0,0.0,0.0
Oli,Thompson,0,185.42,242,0.0,Orthodox,17.0,10.0,0.0,0.0
Stephen,Thompson,Wonderboy,182.88,170,190.5,Orthodox,17.0,6.0,1.0,0.0
Josh,Thomson,The Punk,177.8,155,180.34,Orthodox,22.0,9.0,0.0,0.0
Simeon,Thoresen,The Grin,185.42,170,200.66,Orthodox,17.0,6.0,1.0,0.0
Josh,Thornburg,0,182.88,170,0.0,0,8.0,8.0,0.0,0.0
Gleison,Tibau,0,177.8,155,180.34,Southpaw,33.0,14.0,0.0,0.0
Chris,Tickle,BadBoy,175.26,155,0.0,0,9.0,9.0,0.0,0.0
Nolan,Ticman,0,167.64000000000001,125,0.0,Orthodox,4.0,3.0,0.0,0.0
Darren,Till,The Gorilla,182.88,185,187.96,Southpaw,18.0,5.0,1.0,0.0
Brett,Tillis,0,0.0,145,0.0,0,0.0,0.0,0.0,0.0
Denis,Tiuliulin,0,185.42,185,195.58,Orthodox,11.0,7.0,0.0,0.0
Ryan,Tobar,0,0.0,155,0.0,0,3.0,3.0,0.0,0.0
Andrew,Todhunter,The Sniper,182.88,185,0.0,Switch,8.0,0.0,0.0,0.0
Dusko,Todorovic,Thunder,185.42,185,187.96,Orthodox,12.0,4.0,0.0,0.0
Tuco,Tokkos,0,193.04,205,190.5,Orthodox,7.0,3.0,0.0,0.0
Hideo,Tokoro,0,170.18,135,0.0,Orthodox,34.0,29.0,2.0,0.0
Anatoly,Tokov,0,177.8,185,0.0,0,25.0,2.0,0.0,0.0
Kazuki,Tokudome,0,180.34,155,185.42000000000002,Southpaw,18.0,7.0,1.0,0.0
Tyler,Toner,0,172.72,145,177.8,Orthodox,15.0,7.0,0.0,0.0
James,Toney,Lights Out,175.26,220,0.0,Orthodox,0.0,1.0,0.0,0.0
Masanori,Tonooka,0,172.72,185,0.0,Orthodox,1.0,2.0,0.0,0.0
Carl,Toomey,0,0.0,0,0.0,0,3.0,3.0,0.0,0.0
Ilia,Topuria,El Matador,170.18,145,175.26,Orthodox,14.0,0.0,0.0,0.0
Anthony,Torres,The Crush,172.72,170,0.0,Orthodox,5.0,3.0,0.0,0.0
Miguel,Torres,0,175.26,135,193.04,Orthodox,44.0,9.0,0.0,0.0
Ronys,Torres,0,170.18,155,0.0,Orthodox,35.0,5.0,0.0,0.0
Haven,Torres,0,0.0,125,0.0,0,0.0,0.0,0.0,0.0
Tecia,Torres,The Tiny Tornado,154.94,115,152.4,Orthodox,13.0,6.0,0.0,0.0
Alex,Torres,Rolo,177.8,145,0.0,Orthodox,5.0,4.0,0.0,0.0
Abram,Torres,0,177.8,170,0.0,0,4.0,3.0,0.0,0.0
Jose,Torres,Shorty,162.56,125,165.1,Orthodox,8.0,1.0,0.0,0.0
Desmond,Torres,0,167.64000000000001,135,175.26,Orthodox,7.0,2.0,0.0,0.0
Manuel,Torres,El Loco,177.8,155,185.42000000000002,0,14.0,2.0,0.0,0.0
Salim,Touahri,Grizzly,177.8,170,182.88,Orthodox,10.0,4.0,0.0,0.0
Dequan,Townsend,The Tarantula,190.5,205,200.66,Orthodox,21.0,12.0,0.0,0.0
Minoru,Toyonaga,0,180.34,195,0.0,Southpaw,2.0,5.0,0.0,0.0
Slim,Trabelsi,0,190.5,235,0.0,0,5.0,0.0,0.0,0.0
Roberto,Traven,Spider,190.5,227,0.0,Orthodox,6.0,4.0,1.0,0.0
Bryan,Travers,0,0.0,155,0.0,0,15.0,4.0,0.0,0.0
Alexander,Trevino,0,0.0,170,0.0,0,7.0,7.0,0.0,0.0
Francisco,Trevino,Sitkayan,175.26,155,177.8,Orthodox,13.0,3.0,0.0,0.0
Angelo,Trevino,Baby Monsta,180.34,170,0.0,Switch,7.0,3.0,0.0,0.0
Frank,Trigg,Twinkle Toes,175.26,170,180.34,Southpaw,21.0,9.0,0.0,0.0
Francisco,Trinaldo,Massaranduba,175.26,170,177.8,Southpaw,28.0,9.0,0.0,0.0
Damien,Trites,The Omen,180.34,165,0.0,0,7.0,6.0,0.0,0.0
Michael,Trizano,The Lone Wolf,180.34,145,180.34,Orthodox,11.0,3.0,0.0,0.0
Antonio,Trocoli,Malvado,195.57999999999998,205,208.28,Orthodox,12.0,3.0,0.0,0.0
Tor,Troeng,The Hammer,187.96,185,0.0,Orthodox,16.0,7.0,1.0,0.0
Aaron,Trujillo,0,165.1,125,0.0,0,0.0,1.0,0.0,0.0
Reynaldo,Trujillo,The Truth,175.26,155,0.0,0,21.0,19.0,0.0,0.0
Abel,Trujillo,Killa,172.72,155,177.8,Orthodox,15.0,8.0,0.0,0.0
Arman,Tsarukyan,Ahalkalakets,170.18,155,182.88,Orthodox,20.0,3.0,0.0,0.0
Rei,Tsuruya,0,167.64000000000001,125,172.72,Orthodox,7.0,0.0,0.0,0.0
Chris,Tuchscherer,The Crowbar,187.96,258,193.04,Orthodox,21.0,4.0,0.0,0.0
Jon,Tuck,Super Saiyan,180.34,155,185.42000000000002,Orthodox,10.0,5.0,0.0,0.0
Gavin,Tucker,Guv'nor,167.64000000000001,145,167.64000000000001,Southpaw,13.0,2.0,0.0,0.0
Jumabieke,Tuerxun,The Wild Wolf,170.18,135,0.0,Orthodox,19.0,4.0,1.0,0.0
Tom,Tuggle,The Law,187.96,250,0.0,Orthodox,0.0,3.0,0.0,0.0
Blair,Tugman,0,182.88,135,0.0,0,10.0,6.0,0.0,0.0
Tai,Tuivasa,Bam Bam,187.96,264,190.5,Southpaw,15.0,5.0,0.0,0.0
Zubaira,Tukhugov,Warrior,172.72,155,172.72,Orthodox,20.0,6.0,1.0,0.0
Teila,Tuli,0,182.88,430,0.0,Orthodox,0.0,1.0,0.0,0.0
Marco,Tulio,Robocop,0.0,185,0.0,0,9.0,1.0,0.0,0.0
Nyamjargal,Tumendemberel,Art of Knockout,170.18,125,180.34,Orthodox,7.0,0.0,0.0,0.0
Albert,Tumenov,Einstein,180.34,170,185.42000000000002,Orthodox,18.0,4.0,0.0,0.0
Ricky,Turcios,0,175.26,135,180.34,Orthodox,13.0,3.0,0.0,0.0
Anton,Turkalj,The Pleasure Man,193.04,205,198.12,Orthodox,8.0,2.0,0.0,0.0
Wellington,Turman,The Prodigy,182.88,170,182.88,Orthodox,18.0,7.0,0.0,0.0
Courtney,Turner,0,187.96,170,0.0,0,0.0,3.0,0.0,0.0
Jalin,Turner,The Tarantula,190.5,155,195.58,Southpaw,13.0,7.0,0.0,0.0
Austin,Tweedy,0,175.26,155,0.0,Orthodox,8.0,2.0,0.0,0.0
Marcin,Tybura,Tybur,190.5,249,198.12,Orthodox,24.0,8.0,0.0,0.0
Takeru,Uchida,0,165.1,125,172.72,Southpaw,6.0,1.0,0.0,0.0
Alberto,Uda,0,190.5,185,0.0,Orthodox,12.0,2.0,0.0,0.0
Ryuki,Ueyama,0,180.34,180,0.0,Southpaw,12.0,18.0,5.0,0.0
Christian,Uflacker,0,180.34,170,0.0,0,5.0,0.0,0.0,0.0
Andy,Uhrich,0,182.88,170,0.0,0,11.0,6.0,0.0,0.0
Tagir,Ulanbekov,0,170.18,125,177.8,Southpaw,14.0,2.0,0.0,0.0
Carlos,Ulberg,Black Jag,193.04,205,195.58,Orthodox,9.0,1.0,0.0,0.0
Gasan,Umalatov,Cobra,180.34,170,180.34,Orthodox,17.0,4.0,2.0,0.0
Jeremy,Umphries,0,0.0,160,0.0,0,5.0,2.0,0.0,0.0
Zach,Underwood,0,187.96,185,0.0,0,13.0,7.0,0.0,0.0
Caol,Uno,Uno Shoten,170.18,155,177.8,Southpaw,33.0,19.0,5.0,0.0
Kengo,Ura,Uraken,175.26,165,0.0,0,14.0,12.0,2.0,0.0
Logan,Urban,Hulk,182.88,170,182.88,Orthodox,5.0,1.0,0.0,0.0
Hector,Urbina,El Toro,180.34,170,185.42000000000002,Orthodox,17.0,10.0,1.0,0.0
Elias,Urbina,0,190.5,185,195.58,Southpaw,3.0,1.0,0.0,0.0
Gilbert,Urbina,The RGV Bad Boy,190.5,170,190.5,Orthodox,7.0,3.0,0.0,0.0
Nick,Urso,0,167.64000000000001,125,167.64000000000001,Southpaw,10.0,3.0,0.0,0.0
Yasuhiro,Urushitani,0,165.1,125,0.0,Southpaw,21.0,8.0,6.0,0.0
Sho Patrick,Usami,Savage,175.26,155,177.8,Orthodox,4.0,1.0,0.0,0.0
Kamaru,Usman,The Nigerian Nightmare,182.88,170,193.04,Switch,20.0,3.0,0.0,0.0
Mohammed,Usman,The Motor,187.96,239,200.66,Orthodox,10.0,2.0,0.0,0.0
Darren,Uyenoyama,BC,167.64000000000001,125,165.1,Orthodox,10.0,6.0,0.0,0.0
Richie,Vaculik,Vas,167.64000000000001,125,175.26,Orthodox,10.0,4.0,0.0,0.0
Egidijus,Valavicius,0,182.88,200,0.0,Orthodox,29.0,12.0,0.0,0.0
Genaro,Valdez,Rayadito,175.26,155,182.88,Orthodox,10.0,3.0,0.0,0.0
Charlie,Valencia,0,160.02,135,162.56,Orthodox,12.0,7.0,0.0,0.0
Victor,Valenzuela,Joe Boxer,177.8,155,0.0,0,13.0,6.0,2.0,0.0
Ivan,Valenzuela,Bam Bam,187.96,185,195.58,Orthodox,8.0,2.0,0.0,0.0
Timur,Valiev,Lucky,167.64000000000001,135,170.18,Orthodox,18.0,3.0,0.0,0.0
Victor,Valimaki,The Matrix,182.88,205,0.0,Orthodox,18.0,10.0,0.0,0.0
Andrew,Valladerez,0,0.0,135,0.0,0,5.0,7.0,0.0,0.0
Kevin,Vallejos,El Chino,0.0,145,0.0,0,11.0,0.0,0.0,0.0
Isaac,Vallie-Flagg,0,172.72,155,177.8,Orthodox,16.0,7.0,1.0,0.0
Joshua,Van,The Fearless,165.1,125,165.1,Orthodox,8.0,1.0,0.0,0.0
Mike,van Arsdale,0,187.96,205,0.0,Switch,8.0,5.0,0.0,0.0
Matt,Van Buren,Gutter,195.57999999999998,205,0.0,0,7.0,6.0,0.0,0.0
Ron,van Clief,The Black Dragon,177.8,190,0.0,Orthodox,0.0,1.0,0.0,0.0
Lloyd,Van Dams,0,185.42,240,0.0,Southpaw,0.0,1.0,0.0,0.0
Cameron,VanCamp,Jumpman,187.96,155,187.96,Switch,15.0,7.0,1.0,0.0
Chad,Vance,0,182.88,185,0.0,Orthodox,7.0,5.0,0.0,0.0
Jared,Vanderaa,0,193.04,265,203.2,Orthodox,12.0,10.0,0.0,0.0
Austin,Vanderford,AK-47,180.34,170,0.0,Orthodox,4.0,0.0,0.0,0.0
Lando,Vannata,Groovy,175.26,155,180.34,Orthodox,12.0,7.0,2.0,0.0
Paige,VanZant,12 Gauge,162.56,115,165.1,Orthodox,8.0,5.0,0.0,0.0
Paul,Varelans,The Polar Bear,203.2,300,0.0,Orthodox,9.0,9.0,0.0,0.0
Kazula,Vargas,0,172.72,155,180.34,Southpaw,12.0,5.0,0.0,0.0
Jamie,Varner,0,172.72,155,180.34,Orthodox,21.0,11.0,1.0,0.0
Guilherme,Vasconcelos,Bomba,182.88,185,0.0,Orthodox,9.0,4.0,0.0,0.0
Linton,Vassell,The Swarm,193.04,205,0.0,0,18.0,5.0,0.0,0.0
Billy,Vaughan,0,167.64000000000001,155,0.0,0,12.0,17.0,0.0,0.0
Yuri,Vaulin,0,193.04,197,0.0,Southpaw,0.0,1.0,0.0,0.0
Javier,Vazquez,Showtime,170.18,145,175.26,Southpaw,16.0,5.0,0.0,0.0
Manny,Vazquez,0,177.8,125,182.88,Orthodox,11.0,2.0,0.0,0.0
Matt,Veach,0,180.34,155,0.0,Orthodox,17.0,5.0,0.0,0.0
Joe,Vedepo,The Doctor,182.88,185,0.0,Orthodox,18.0,9.0,0.0,0.0
Kelly,Velasco,Killer,175.26,135,0.0,Orthodox,2.0,1.0,0.0,0.0
Greg,Velasco,The Viking King,0.0,0,0.0,0,6.0,0.0,0.0,0.0
Cain,Velasquez,0,185.42,240,195.58,Orthodox,14.0,3.0,0.0,0.0
David,Velasquez,Little,165.1,145,0.0,Orthodox,10.0,10.0,0.0,0.0
Bojan,Velickovic,Serbian Steel,182.88,170,193.04,Southpaw,15.0,6.0,1.0,0.0
Karlos,Vemola,0,182.88,185,190.5,Orthodox,17.0,5.0,0.0,0.0
Luigi,Vendramini,The Italian Stallion,172.72,155,185.42000000000002,Orthodox,9.0,3.0,0.0,0.0
Jerrel,Venetiaan,0,185.42,195,0.0,Orthodox,4.0,3.0,0.0,0.0
Scott,Ventimiglia,Meant to Kill Ya,180.34,185,0.0,0,14.0,6.0,1.0,0.0
Brandon,Vera,The Truth,190.5,230,198.12,Orthodox,15.0,7.0,0.0,0.0
Kerry,Vera,0,170.18,135,0.0,Orthodox,2.0,0.0,0.0,0.0
Marlon,Vera,Chito,172.72,135,177.8,Switch,20.0,8.0,1.0,0.0
Isis,Verbeek,Fight Queen,0.0,115,0.0,0,4.0,1.0,0.0,0.0
Ernie,Verdicia,0,180.34,199,0.0,Orthodox,0.0,1.0,0.0,0.0
Joe,Veres,0,170.18,155,0.0,Orthodox,4.0,3.0,0.0,0.0
Nikolay,Veretennikov,0,185.42,170,187.96,Orthodox,9.0,4.0,0.0,0.0
CJ,Vergara,0,167.64000000000001,125,172.72,Orthodox,11.0,4.0,1.0,0.0
Renato,Verissimo,Charuto,185.42,170,0.0,Orthodox,7.0,5.0,0.0,0.0
Bryan,Vetell,0,190.5,265,0.0,Southpaw,4.0,3.0,0.0,0.0
Marvin,Vettori,The Italian Dream,182.88,185,187.96,Southpaw,19.0,7.0,1.0,0.0
Hugo,Viana,Wolverine,167.64000000000001,135,170.18,Orthodox,8.0,4.0,0.0,0.0
Guilherme,Viana,0,193.04,205,0.0,0,7.0,3.0,0.0,0.0
Polyana,Viana,Dama de Ferro,165.1,115,170.18,Orthodox,13.0,5.0,0.0,0.0
Vitor,Vianna,0,0.0,205,0.0,Orthodox,12.0,3.0,1.0,0.0
James,Vick,The Texecutioner,190.5,155,193.04,Orthodox,13.0,5.0,0.0,0.0
Tamires,Vidal,Tractor,167.64000000000001,135,172.72,Orthodox,7.0,1.0,0.0,0.0
Milton,Vieira,Miltinho,182.88,145,0.0,Orthodox,13.0,8.0,2.0,0.0
Reginaldo,Vieira,0,170.18,135,165.1,Orthodox,13.0,5.0,0.0,0.0
Ketlen,Vieira,Fenomeno,172.72,135,172.72,Orthodox,14.0,3.0,0.0,0.0
Rodolfo,Vieira,0,182.88,185,185.42000000000002,Orthodox,9.0,2.0,0.0,0.0
Steve,Vigneault,Lionheart,177.8,185,0.0,Orthodox,12.0,6.0,0.0,0.0
Alejandro,Villalobos,0,170.18,145,0.0,0,17.0,5.0,0.0,0.0
DeMarco,Villalona,0,175.26,185,0.0,0,1.0,3.0,0.0,0.0
Gian,Villante,0,190.5,230,193.04,Orthodox,17.0,14.0,0.0,0.0
Ike,Villanueva,Hurricane,185.42,205,185.42000000000002,Orthodox,18.0,14.0,0.0,0.0
Ruben,Villareal,Warpath,193.04,265,0.0,Orthodox,22.0,28.0,3.0,0.0
Armando,Villarreal,La Lumbre,170.18,135,167.64000000000001,Southpaw,5.0,2.0,0.0,0.0
Pablo,Villaseca,El Gallo,170.18,155,0.0,0,12.0,3.0,0.0,0.0
Joey,Villasenor,Smokin' Joe,182.88,185,0.0,Orthodox,29.0,10.0,0.0,0.0
Danillo,Villefort,Indio,185.42,185,0.0,Orthodox,15.0,5.0,0.0,0.0
Yuri,Villefort,0,182.88,170,185.42000000000002,Orthodox,10.0,5.0,0.0,0.0
Marcos,Vinicius,Vina,175.26,125,0.0,Orthodox,23.0,11.0,1.0,0.0
Brandon,Visher,The Viper,167.64000000000001,135,172.72,Orthodox,13.0,3.0,0.0,0.0
Falaniko,Vitale,Niko,177.8,185,0.0,Orthodox,30.0,11.0,0.0,0.0
Cheyanne,Vlismas,The Warrior Princess,160.02,115,160.02,Switch,7.0,3.0,0.0,0.0
Bobby,Voelker,Vicious,182.88,170,187.96,Orthodox,19.0,13.0,0.0,0.0
Mateo,Vogel,Carrapato,0.0,155,0.0,0,8.0,2.0,0.0,0.0
Alexander,Volkanovski,The Great,167.64000000000001,145,180.34,Orthodox,26.0,2.0,0.0,0.0
Jacob,Volkmann,Christmas,175.26,155,180.34,Southpaw,19.0,7.0,0.0,0.0
Alexander,Volkov,Drago,200.66,250,203.2,Orthodox,36.0,10.0,0.0,0.0
Jason,Von Flue,Live Wire,182.88,170,0.0,Orthodox,14.0,12.0,1.0,0.0
Milco,Voorn,0,0.0,220,0.0,Orthodox,20.0,11.0,1.0,0.0
Mark,Vorgeas,0,177.8,135,0.0,0,5.0,3.0,1.0,0.0
Igor,Vovchanchyn,Ice Cold,172.72,205,0.0,Orthodox,55.0,10.0,0.0,0.0
James,Wade,0,177.8,205,0.0,0,4.0,11.0,0.0,0.0
Chris,Wade,0,177.8,155,177.8,Orthodox,12.0,3.0,0.0,0.0
Neil,Wain,Old School,177.8,242,0.0,Orthodox,13.0,4.0,0.0,0.0
TJ,Waldburger,0,180.34,170,190.5,Orthodox,16.0,9.0,0.0,0.0
Chase,Waldon,0,185.42,185,190.5,Orthodox,11.0,2.0,0.0,0.0
